"word","frequency","level"
"cocked",2,2
"cockpit",0,2
"cocoa",2,2
"coconut",12,2
"coconuts",3,2
"cocoon",2,2
"cod",1,2
"code",7,2
"coded",0,2
"codes",0,2
"codfish",1,2
"coffee",73,2
"coffin",3,2
"cognitive",0,2
"coherence",0,2
"coherent",0,2
"cohesive",0,2
"coil",1,2
"coiled",1,2
"coils",1,2
"coin",10,2
"coincidence",0,2
"coined",0,2
"coins",14,2
"coke",2,2
"cola",0,2
"cold",322,2
"cold-blooded",0,2
"colder",12,2
"coldest",3,2
"coldly",3,2
"coldness",0,2
"colds",0,2
"colin",5,2
"collapse",1,2
"collapsed",0,2
"collapsing",0,2
"collar",20,2
"collars",1,2
"collateral",0,2
"colleague",0,2
"colleagues",0,2
"collect",10,2
"collected",7,2
"collecting",6,2
"collection",7,2
"collections",0,2
"collective",0,2
"collectively",0,2
"collector",2,2
"collectors",0,2
"collects",1,2
"college",32,2
"colleges",1,2
"collide",0,2
"collided",0,2
"colliding",0,2
"collie",1,2
"collins",4,2
"collision",0,2
"collisions",0,2
"colombia",0,2
"colon",0,2
"colonel",11,2
"colonial",0,2
"colonies",1,2
"colonists",0,2
"colonization",0,2
"colonized",0,2
"colony",4,2
"color",87,2
"colorado",8,2
"colored",25,2
"colorful",2,2
"coloring",6,2
"colorless",0,2
"colors",56,2
"colour",1,2
"coloured",1,2
"colt",24,2
"colts",0,2
"columbia",3,2
"columbus",14,2
"columbus's",0,2
"column",3,2
"columns",0,2
"coma",0,2
"comb",10,2
"combat",0,2
"combed",8,2
"combination",1,2
"combinations",0,2
"combine",1,2
"combined",1,2
"combines",0,2
"combing",1,2
"combining",0,2
"combs",2,2
"combustion",0,2
"come",1374,2
"comedy",0,2
"comes",200,2
"comet",2,2
"comets",0,2
"comfort",7,2
"comfortable",19,2
"comfortably",0,2
"comforted",0,2
"comforting",0,2
"comforts",0,2
"comic",2,2
"comics",4,2
"comin'",2,2
"coming",361,2
"comma",0,2
"command",5,2
"commanded",2,2
"commander",6,2
"commander-in-chief",0,2
"commanders",0,2
"commanding",0,2
"commands",0,2
"commas",0,2
"commenced",0,2
"comment",0,2
"commented",0,2
"comments",0,2
"commerce",0,2
"commercial",0,2
"commercially",0,2
"commercials",1,2
"commission",0,2
"commissioned",0,2
"commissioner",0,2
"commissioners",0,2
"commissions",0,2
"commit",0,2
"commitment",0,2
"commitments",0,2
"committed",1,2
"committee",2,2
"committees",0,2
"committing",0,2
"commodities",0,2
"commodity",0,2
"commodore",0,2
"common",16,2
"commoner",0,2
"commonly",0,2
"commonplace",0,2
"commons",0,2
"commonwealth",0,2
"commotion",3,2
"communal",0,2
"commune",0,2
"communes",0,2
"communicable",0,2
"communicate",1,2
"communicated",0,2
"communicates",0,2
"communicating",0,2
"communication",0,2
"communications",0,2
"communicator",0,2
"communion",0,2
"communism",0,2
"communist",1,2
"communists",0,2
"communities",1,2
"community",10,2
"compact",1,2
"companies",2,2
"companion",3,2
"companions",1,2
"companionship",0,2
"company",46,2
"company's",0,2
"comparable",0,2
"comparative",0,2
"comparatively",0,2
"compare",8,2
"compared",1,2
"compares",0,2
"comparing",1,2
"comparison",0,2
"comparisons",0,2
"compartment",0,2
"compartments",0,2
"compass",14,2
"compasses",0,2
"compassion",0,2
"compatible",0,2
"compel",0,2
"compelled",0,2
"compelling",0,2
"compensate",0,2
"compensated",0,2
"compensation",0,2
"compete",1,2
"competed",0,2
"competence",0,2
"competent",0,2
"competing",0,2
"competition",1,2
"competitive",0,2
"competitor",0,2
"competitors",0,2
"complain",5,2
"complained",9,2
"complaining",2,2
"complains",0,2
"complaint",1,2
"complaints",0,2
"complement",0,2
"complements",0,2
"complete",9,2
"completed",1,2
"completely",11,2
"completes",0,2
"completing",0,2
"completion",0,2
"complex",0,2
"complexes",0,2
"complexion",0,2
"complexity",0,2
"compliance",0,2
"complicated",3,2
"complications",0,2
"compliment",1,2
"compliments",1,2
"comply",0,2
"component",0,2
"components",0,2
"compose",0,2
"composed",0,2
"composing",0,2
"composite",0,2
"composition",0,2
"compositions",0,2
"compost",3,2
"compound",0,2
"compounded",0,2
"compounds",0,2
"comprehend",0,2
"comprehension",0,2
"comprehensive",0,2
"compress",0,2
"compressed",0,2
"compression",0,2
"comprise",0,2
"comprised",0,2
"compromise",0,2
"compulsory",0,2
"computation",0,2
"computations",0,2
"compute",0,2
"computed",0,2
"computer",28,2
"computer's",0,2
"computerized",0,2
"computers",4,2
"computing",0,2
"comrade",0,2
"comrades",0,2
"con",7,2
"concave",0,2
"conceal",0,2
"concealed",0,2
"concealing",0,2
"conceded",0,2
"conceited",0,2
"conceivable",0,2
"conceivably",0,2
"conceive",0,2
"conceived",0,2
"concentrate",1,2
"concentrated",1,2
"concentrates",0,2
"concentrating",0,2
"concentration",1,2
"concentrations",0,2
"concept",0,2
"conception",0,2
"concepts",0,2
"conceptual",0,2
"concern",2,2
"concerned",4,2
"concerning",0,2
"concerns",0,2
"concert",3,2
"concerts",0,2
"concession",0,2
"concessions",0,2
"concise",0,2
"conclude",0,2
"concluded",0,2
"concludes",0,2
"concluding",0,2
"conclusion",0,2
"conclusions",0,2
"concord",1,2
"concrete",2,2
"concussion",0,2
"condemn",0,2
"condemnation",0,2
"condemned",0,2
"condensation",0,2
"condense",0,2
"condensed",0,2
"condenses",0,2
"condition",8,2
"conditioned",0,2
"conditioner",0,2
"conditioners",0,2
"conditioning",0,2
"conditions",0,2
"conduct",0,2
"conducted",0,2
"conducting",0,2
"conduction",0,2
"conductor",7,2
"conductors",0,2
"conducts",0,2
"cone",10,2
"cone-shaped",0,2
"cones",6,2
"confederacy",0,2
"confederate",0,2
"confederates",0,2
"confederation",0,2
"confer",0,2
"conference",1,2
"conferences",0,2
"conferred",0,2
"confess",1,2
"confessed",1,2
"confession",0,2
"confided",0,2
"confidence",3,2
"confident",1,2
"confidential",0,2
"confidently",0,2
"configuration",0,2
"confine",0,2
"confined",0,2
"confinement",0,2
"confines",0,2
"confirm",0,2
"confirmation",0,2
"confirmed",0,2
"conflict",0,2
"conflicting",0,2
"conflicts",0,2
"conform",0,2
"conformity",0,2
"confront",0,2
"confrontation",0,2
"confronted",0,2
"confronting",0,2
"confucius",0,2
"confuse",0,2
"confused",10,2
"confusing",0,2
"confusion",3,2
"congestion",0,2
"congo",0,2
"congratulate",1,2
"congratulations",2,2
"congregation",0,2
"congress",1,2
"congressional",0,2
"congressman",0,2
"congressmen",0,2
"conical",0,2
"conifers",0,2
"conjunction",0,2
"conjunctions",0,2
"connect",1,2
"connected",5,2
"connecticut",4,2
"connecting",0,2
"connection",0,2
"connections",0,2
"connective",0,2
"connects",0,2
"connie",6,2
"connotations",0,2
"conquer",0,2
"conquered",0,2
"conquering",0,2
"conqueror",0,2
"conquerors",0,2
"conquest",0,2
"conquests",0,2
"conrad",3,2
"conscience",1,2
"conscientious",0,2
"conscious",0,2
"consciously",0,2
"consciousness",0,2
"consecutive",0,2
"consensus",0,2
"consent",1,2
"consented",0,2
"consequence",0,2
"consequences",0,2
"consequent",0,2
"consequently",0,2
"conservation",0,2
"conservationists",0,2
"conservative",0,2
"conservatives",0,2
"conserve",0,2
"conserved",0,2
"conserving",0,2
"consider",8,2
"considerable",0,2
"considerably",0,2
"considerate",0,2
"consideration",0,2
"considerations",0,2
"considered",7,2
"considering",0,2
"considers",0,2
"consist",0,2
"consisted",0,2
"consistency",0,2
"consistent",0,2
"consistently",0,2
"consisting",0,2
"consists",0,2
"consolation",0,2
"console",0,2
"consolidated",0,2
"consonant",0,2
"conspicuous",0,2
"conspiracy",0,2
"constable",0,2
"constance",2,2
"constant",0,2
"constantine",0,2
"constantinople",0,2
"constantly",1,2
"constellation",1,2
"constellations",0,2
"consternation",0,2
"constituent",0,2
"constituents",0,2
"constitute",0,2
"constituted",0,2
"constitutes",0,2
"constitution",0,2
"constitutional",0,2
"constitutions",0,2
"constraint",0,2
"constraints",0,2
"constrictor",2,2
"construct",0,2
"constructed",0,2
"constructing",0,2
"construction",1,2
"constructive",0,2
"consul",0,2
"consult",0,2
"consultant",0,2
"consultation",0,2
"consulted",0,2
"consulting",0,2
"consume",0,2
"consumed",0,2
"consumer",0,2
"consumers",0,2
"consumers'",0,2
"consumes",0,2
"consuming",0,2
"consumption",0,2
"contact",1,2
"contacted",0,2
"contacting",0,2
"contacts",0,2
"contagious",0,2
"contain",1,2
"contained",0,2
"container",5,2
"containers",0,2
"containing",0,2
"contains",3,2
"contaminated",0,2
"contamination",0,2
"contemplate",0,2
"contemplated",0,2
"contemplation",0,2
"contemporaries",0,2
"contemporary",0,2
"contempt",0,2
"contend",0,2
"contended",0,2
"content",3,2
"contented",0,2
"contention",0,2
"contentment",0,2
"contents",1,2
"contest",20,2
"contestants",0,2
"contests",1,2
"context",0,2
"continent",2,2
"continental",0,2
"continents",2,2
"continual",0,2
"continually",0,2
"continuation",0,2
"continue",7,2
"continued",31,2
"continues",0,2
"continuing",0,2
"continuity",0,2
"continuous",0,2
"continuously",0,2
"continuum",0,2
"contour",0,2
"contract",1,2
"contracted",0,2
"contracting",0,2
"contraction",1,2
"contractions",1,2
"contractor",0,2
"contracts",0,2
"contradict",0,2
"contradiction",0,2
"contradictory",0,2
"contraption",0,2
"contrary",0,2
"contrast",0,2
"contrasted",0,2
"contrasts",0,2
"contribute",0,2
"contributed",0,2
"contributes",0,2
"contributing",0,2
"contribution",0,2
"contributions",0,2
"contrived",0,2
"control",24,2
"controlled",0,2
"controlling",0,2
"controls",2,2
"controversial",0,2
"controversies",0,2
"controversy",0,2
"convection",0,2
"convenience",0,2
"conveniences",0,2
"convenient",0,2
"conveniently",0,2
"convent",0,2
"convention",0,2
"conventional",0,2
"conventions",0,2
"conversation",14,2
"conversational",0,2
"conversations",1,2
"converse",0,2
"conversely",0,2
"conversion",0,2
"convert",0,2
"converted",0,2
"convertible",0,2
"converting",0,2
"converts",0,2
"convex",0,2
"convey",0,2
"conveyed",0,2
"conveyor",0,2
"conveys",0,2
"convict",0,2
"convicted",0,2
"conviction",0,2
"convictions",0,2
"convince",2,2
"convinced",0,2
"convincing",0,2
"convulsions",0,2
"cooing",0,2
"cook",76,2
"cook's",1,2
"cooked",28,2
"cookie",7,2
"cookies",46,2
"cooking",28,2
"cooks",10,2
"cool",93,2
"coolant",0,2
"cooled",3,2
"cooler",9,2
"coolidge",0,2
"cooling",1,2
"coolly",1,2
"coolness",2,2
"cools",2,2
"cooper",1,2
"cooperate",0,2
"cooperating",0,2
"cooperation",0,2
"cooperative",0,2
"cooperatives",0,2
"coordinate",0,2
"coordinated",0,2
"coordinates",0,2
"coordinating",0,2
"coordination",0,2
"cop",6,2
"cope",0,2
"copenhagen",0,2
"copernicus",0,2
"copied",2,2
"copies",0,2
"coping",0,2
"copper",8,2
"cops",4,2
"copy",22,2
"copying",0,2
"copyright",0,2
"cora",0,2
"coral",0,2
"cord",6,2
"cordial",0,2
"cords",2,2
"corduroy",0,2
"core",1,2
"cores",0,2
"corinth",0,2
"cork",4,2
"corn",85,2
"cornea",0,2
"cornell",0,2
"corner",156,2
"cornered",1,2
"corners",15,2
"cornfield",1,2
"cornfields",0,2
"cornmeal",4,2
"cornwall",0,2
"cornwallis",2,2
"coronado",0,2
"coronary",0,2
"corporal",1,2
"corporate",0,2
"corporation",0,2
"corporations",0,2
"corps",0,2
"corpse",1,2
"corpses",0,2
"corpus",0,2
"corpuscles",0,2
"corral",6,2
"correct",16,2
"corrected",3,2
"correcting",0,2
"correction",0,2
"corrections",0,2
"corrective",0,2
"correctly",10,2
"correlated",0,2
"correlation",0,2
"correspond",0,2
"correspondence",0,2
"correspondent",0,2
"correspondents",0,2
"corresponding",0,2
"correspondingly",0,2
"corresponds",0,2
"corridor",4,2
"corridors",0,2
"corrosion",0,2
"corrosive",0,2
"corrupt",0,2
"corruption",0,2
"cortes",0,2
"cortex",0,2
"cortez",0,2
"cosmetic",0,2
"cosmetics",0,2
"cosmic",0,2
"cosmos",0,2
"cost",23,2
"costa",0,2
"costing",0,2
"costly",1,2
"costs",8,2
"costume",12,2
"costumes",5,2
"cot",3,2
"cottage",15,2
"cottages",1,2
"cotton",20,2
"cottontail",0,2
"cottonwood",2,2
"couch",12,2
"cough",4,2
"coughed",8,2
"coughing",4,2
"could",2253,2
"couldn't",416,2
"council",3,2
"councils",0,2
"counsel",0,2
"counseling",0,2
"counselor",3,2
"counselors",1,2
"count",57,2
"counted",23,2
"countenance",0,2
"counter",27,2
"counteract",0,2
"counterclockwise",0,2
"counterpart",0,2
"counterparts",0,2
"counters",0,2
"counties",0,2
"counting",10,2
"countless",0,2
"countries",8,2
"country",150,2
"country's",2,2
"countrymen",0,2
"countryside",2,2
"counts",2,2
"county",8,2
"coup",0,2
"couple",47,2
"coupled",0,2
"couples",1,2
"coupons",0,2
"courage",10,2
"courageous",0,2
"course",203,2
"courses",0,2
"court",24,2
"court's",0,2
"courteous",0,2
"courteously",0,2
"courtesy",0,2
"courthouse",2,2
"courtiers",0,2
"courting",0,2
"courtroom",0,2
"courts",0,2
"courtship",0,2
"courtyard",3,2
"courtyards",0,2
"cousin",35,2
"cousins",13,2
"covalent",0,2
"cove",2,2
"cover",46,2
"coverage",0,2
"covered",131,2
"covering",10,2
"coverings",0,2
"covers",27,2
"cow",66,2
"cow's",0,2
"coward",2,2
"cowardly",3,2
"cowboy",13,2
"cowboys",13,2
"cowpox",0,2
"cows",42,2
"coyote",26,2
"coyotes",5,2
"cozy",6,2
"crab",6,2
"crabs",5,2
"crack",42,2
"cracked",21,2
"cracker",2,2
"crackers",4,2
"cracking",4,2
"crackle",2,2
"crackled",2,2
"crackling",1,2
"cracks",14,2
"cradle",3,2
"craft",0,2
"crafts",1,2
"craftsman",0,2
"craftsmen",0,2
"crafty",1,2
"craig",9,2
"crammed",0,2
"cramped",2,2
"cranberry",0,2
"crane",10,2
"cranes",0,2
"cranium",0,2
"crank",0,2
"crash",34,2
"crashed",15,2
"crashes",1,2
"crashing",8,2
"crate",6,2
"crater",1,2
"craters",0,2
"crates",2,2
"crawford",3,2
"crawl",12,2
"crawled",33,2
"crawling",7,2
"crawls",5,2
"crayfish",1,2
"crayon",5,2
"crayons",4,2
"crazy",56,2
"creak",3,2
"creaked",3,2
"creaking",1,2
"cream",55,2
"creams",0,2
"creamy",1,2
"creased",0,2
"create",0,2
"created",2,2
"creates",0,2
"creating",0,2
"creation",1,2
"creative",0,2
"creativity",0,2
"creator",0,2
"creature",19,2
"creatures",9,2
"credentials",0,2
"credit",2,2
"credited",0,2
"creditor",0,2
"creditors",0,2
"credits",0,2
"creed",0,2
"creek",31,2
"creeks",1,2
"creep",11,2
"creeping",5,2
"creeps",1,2
"crept",22,2
"crescent",0,2
"crest",0,2
"crests",0,2
"crete",0,2
"crevices",0,2
"crew",28,2
"crews",0,2
"crib",5,2
"cricket",36,2
"crickets",5,2
"cried",365,2
"cries",15,2
"crime",3,2
"crimes",0,2
"criminal",4,2
"criminals",1,2
"crimson",2,2
"cripple",0,2
"crippled",1,2
"cris",0,2
"crises",0,2
"crisis",0,2
"crisp",1,2
"crisscrossed",0,2
"criteria",0,2
"criterion",0,2
"critic",0,2
"critical",0,2
"critically",0,2
"criticism",0,2
"criticisms",0,2
"criticize",0,2
"criticized",0,2
"criticizing",0,2
"critics",0,2
"croak",0,2
"croaked",3,2
"crocodile",7,2
"crocodiles",1,2
"crook",0,2
"crooked",2,2
"crop",10,2
"crops",13,2
"cross",71,2
"cross-country",0,2
"cross-legged",1,2
"crossed",50,2
"crosses",3,2
"crossing",19,2
"crossly",4,2
"crossroads",0,2
"crosswise",0,2
"crouched",8,2
"crouching",0,2
"crow",29,2
"crowd",78,2
"crowded",38,2
"crowding",1,2
"crowds",7,2
"crowed",2,2
"crown",8,2
"crowned",0,2
"crowns",1,2
"crows",2,2
"crucial",0,2
"crude",0,2
"cruel",9,2
"cruelly",0,2
"cruelty",0,2
"cruise",0,2
"cruising",0,2
"crumb",3,2
"crumble",1,2
"crumbled",1,2
"crumbling",0,2
"crumbs",5,2
"crumpled",2,2
"crunch",6,2
"crunched",1,2
"crusade",0,2
"crusaders",0,2
"crusades",0,2
"crush",1,2
"crushed",3,2
"crushing",0,2
"crusoe",0,2
"crust",4,2
"crusts",1,2
"crutch",0,2
"crutches",3,2
"cry",147,2
"crying",92,2
"crystal",17,2
"crystalline",0,2
"crystals",0,2
"cub",9,2
"cuba",3,2
"cuban",0,2
"cube",1,2
"cubes",3,2
"cubic",0,2
"cubs",12,2
"cuckoo",2,2
"cucullan",3,2
"cucumber",2,2
"cucumbers",0,2
"cue",0,2
"cues",0,2
"cuff",0,2
"cuffs",0,2
"cult",0,2
"cultivate",0,2
"cultivated",0,2
"cultivating",0,2
"cultivation",0,2
"cultural",0,2
"culturally",0,2
"culture",0,2
"cultured",0,2
"cultures",0,2
"cumulative",0,2
"cunning",0,2
"cunningham",1,2
"cup",55,2
"cupboard",7,2
"cupboards",1,2
"cupcakes",0,2
"cupped",3,2
"cups",17,2
"curator",0,2
"curb",10,2
"cure",4,2
"cured",2,2
"cures",0,2
"curing",0,2
"curiosity",1,2
"curious",17,2
"curiously",4,2
"curl",6,2
"curled",17,2
"curling",3,2
"curls",5,2
"curly",6,2
"currency",0,2
"current",7,2
"currently",0,2
"currents",2,2
"curricula",0,2
"curriculum",0,2
"curry",0,2
"curse",0,2
"cursed",0,2
"cursing",0,2
"curt",6,2
"curtain",7,2
"curtains",14,2
"curtis",2,2
"curvature",0,2
"curve",11,2
"curved",7,2
"curves",2,2
"curving",0,2
"cushion",6,2
"cushioned",0,2
"cushions",0,2
"custer",0,2
"custodian",0,2
"custody",0,2
"custom",3,2
"customarily",0,2
"customary",0,2
"customer",7,2
"customer's",0,2
"customers",10,2
"customers'",0,2
"customs",1,2
"cut",241,2
"cute",18,2
"cuts",9,2
"cutter",2,2
"cutters",1,2
"cutting",22,2
"cuttings",0,2
"cuzco",0,2
"cycle",3,2
"cycles",0,2
"cyclone",0,2
"cyclops",5,2
"cylinder",0,2
"cylinders",0,2
"cylindrical",0,2
"cynthia",2,2
"cypress",0,2
"cyprus",0,2
"cyril",0,2
"cyrus",2,2
"cytoplasm",0,2
"czar",0,2
"czechoslovakia",0,2
"d",9,2
"da",3,2
"dab",2,2
"dad",292,2
"dad's",14,2
"daddy",90,2
"daddy's",5,2
"daedalus",5,2
"dagger",0,2
"daily",4,2
"dainty",1,2
"dairy",1,2
"daisies",2,2
"daisy",4,2
"dakota",0,2
"dakotas",0,2
"dale",4,2
"dallas",0,2
"dalton",1,2
"dam",16,2
"damage",4,2
"damaged",1,2
"damages",0,2
"damaging",0,2
"damascus",0,2
"dame",2,2
"damn",5,2
"damned",0,2
"damp",21,2
"dampness",0,2
"dams",4,2
"dan",134,2
"dan'l",0,2
"dan's",5,2
"dance",60,2
"danced",27,2
"dancer",1,2
"dancers",2,2
"dances",5,2
"dancing",28,2
"dandelion",3,2
"dandelions",0,2
"dandy",5,2
"dane",1,2
"danes",0,2
"danger",40,2
"dangerous",35,2
"dangerously",0,2
"dangers",0,2
"dangled",0,2
"dangling",0,2
"daniel",34,2
"daniel's",1,2
"danish",0,2
"danny",94,2
"danny's",7,2
"dante",0,2
"danube",0,2
"dare",19,2
"dared",8,2
"daring",4,2
"darius",0,2
"dark",340,2
"dark-haired",2,2
"dark-skinned",0,2
"darken",0,2
"darkened",2,2
"darkening",0,2
"darker",8,2
"darkest",0,2
"darkly",0,2
"darkness",32,2
"darling",7,2
"darning",0,2
"dart",1,2
"darted",7,2
"darting",0,2
"darts",2,2
"darwin",0,2
"darwin's",0,2
"dash",6,2
"dashboard",0,2
"dashed",22,2
"dashes",0,2
"dashing",3,2
"data",0,2
"date",16,2
"dated",0,2
"dates",5,2
"dating",0,2
"daughter",41,2
"daughter's",2,2
"daughters",2,2
"dave",39,2
"david",81,2
"david's",3,2
"davinci",0,2
"davis",11,2
"davy",12,2
"dawn",25,2
"dawned",0,2
"dawson",5,2
"day",1582,2
"day's",11,2
"day-to-day",0,2
"daybreak",0,2
"daydream",0,2
"daydreaming",2,2
"daylight",12,2
"days",377,2
"days'",1,2
"daytime",14,2
"dazed",2,2
"dazzled",0,2
"dazzling",2,2
"de",0,2
"dead",153,2
"deadly",1,2
"deaf",8,2
"deafening",0,2
"deafness",0,2
"deal",35,2
"dealer",3,2
"dealers",0,2
"dealing",1,2
"dealings",0,2
"deals",0,2
"dealt",0,2
"dean",1,2
"dear",93,2
"dearest",2,2
"dearly",0,2
"death",44,2
"deaths",0,2
"debate",0,2
"debated",0,2
"debates",0,2
"debating",0,2
"debbie",30,2
"deborah",6,2
"debris",0,2
"debt",1,2
"debts",0,2
"decade",0,2
"decades",0,2
"decay",1,2
"decayed",2,2
"decaying",0,2
"deceased",0,2
"deceive",0,2
"deceived",0,2
"december",6,2
"decency",0,2
"decent",3,2
"deception",0,2
"deceptive",0,2
"decibels",0,2
"decide",53,2
"decided",177,2
"decidedly",0,2
"decides",4,2
"deciding",1,2
"deciduous",0,2
"decimal",0,2
"decision",11,2
"decision-making",0,2
"decisions",0,2
"decisive",0,2
"decisively",0,2
"deck",37,2
"decks",1,2
"declaration",0,2
"declarative",0,2
"declare",1,2
"declared",7,2
"declares",0,2
"declaring",0,2
"decline",0,2
"declined",0,2
"declines",0,2
"declining",0,2
"decomposition",0,2
"decorate",1,2
"decorated",0,2
"decorating",0,2
"decoration",0,2
"decorations",1,2
"decorative",0,2
"decrease",0,2
"decreased",0,2
"decreases",0,2
"decreasing",0,2
"decree",0,2
"decreed",0,2
"dedicated",0,2
"dedication",0,2
"deduced",0,2
"deducted",0,2
"deduction",0,2
"deductions",0,2
"dee",2,2
"deed",3,2
"deedee",1,2
"deeds",2,2
"deemed",0,2
"deep",188,2
"deepened",0,2
"deepening",0,2
"deeper",19,2
"deepest",0,2
"deeply",11,2
"deer",49,2
"deerskin",1,2
"defeat",1,2
"defeated",1,2
"defeating",0,2
"defeats",0,2
"defect",0,2
"defective",0,2
"defects",0,2
"defence",0,2
"defend",2,2
"defendant",0,2
"defendants",0,2
"defended",0,2
"defenders",0,2
"defending",0,2
"defense",1,2
"defenseless",0,2
"defenses",0,2
"defensive",0,2
"defiance",0,2
"defiant",0,2
"deficiencies",0,2
"deficiency",0,2
"deficient",0,2
"deficit",0,2
"defied",0,2
"define",0,2
"defined",0,2
"defines",0,2
"defining",0,2
"definite",2,2
"definitely",3,2
"definition",0,2
"definitions",0,2
"deformed",0,2
"defy",0,2
"degradation",0,2
"degree",1,2
"degrees",7,2
"deity",0,2
"deke",0,2
"delano",0,2
"delaware",0,2
"delay",0,2
"delayed",0,2
"delays",0,2
"delegate",0,2
"delegated",0,2
"delegates",0,2
"delegation",0,2
"delhi",0,2
"deliberate",0,2
"deliberately",0,2
"delicacy",0,2
"delicate",2,2
"delicately",1,2
"delicious",7,2
"delight",4,2
"delighted",6,2
"delightful",0,2
"delights",0,2
"delinquency",0,2
"delinquent",0,2
"deliver",8,2
"delivered",5,2
"deliveries",0,2
"delivering",4,2
"delivers",0,2
"delivery",2,2
"delta",0,2
"deltas",0,2
"delusions",0,2
"demand",1,2
"demanded",14,2
"demanding",0,2
"demands",0,2
"demeter",0,2
"democracies",0,2
"democracy",0,2
"democrat",0,2
"democratic",0,2
"democrats",0,2
"demon",1,2
"demons",0,2
"demonstrate",0,2
"demonstrated",0,2
"demonstrates",0,2
"demonstrating",0,2
"demonstration",0,2
"demonstrations",0,2
"den",12,2
"denial",0,2
"denied",0,2
"denim",0,2
"denise",0,2
"denmark",1,2
"dennis",14,2
"denny",6,2
"denote",0,2
"denounced",0,2
"dens",0,2
"dense",0,2
"densely",0,2
"denser",0,2
"densities",0,2
"density",0,2
"dent",4,2
"dental",0,2
"dentist",5,2
"dentists",0,2
"denver",0,2
"deny",1,2
"denying",0,2
"depart",0,2
"departed",0,2
"department",18,2
"departments",0,2
"departure",0,2
"depend",7,2
"dependable",1,2
"depended",2,2
"dependence",0,2
"dependency",0,2
"dependent",0,2
"depending",1,2
"depends",7,2
"depicted",0,2
"depleted",0,2
"deposit",0,2
"deposited",0,2
"deposition",0,2
"depositors",0,2
"deposits",0,2
"depot",1,2
"depreciation",0,2
"depress",0,2
"depressant",0,2
"depressed",1,2
"depressing",0,2
"depression",0,2
"depressions",0,2
"deprivation",0,2
"deprive",0,2
"deprived",0,2
"depth",3,2
"depths",0,2
"deputy",0,2
"derby",5,2
"derivative",0,2
"derive",0,2
"derived",0,2
"derives",0,2
"descend",0,2
"descendant",0,2
"descendants",0,2
"descended",0,2
"descending",0,2
"descent",0,2
"describe",27,2
"described",4,2
"describes",0,2
"describing",5,2
"description",3,2
"descriptions",0,2
"descriptive",0,2
"desert",60,2
"deserted",2,2
"desertion",0,2
"deserts",5,2
"deserve",3,2
"deserved",3,2
"deserves",2,2
"deserving",0,2
"design",4,2
"designate",0,2
"designated",0,2
"designation",0,2
"designed",0,2
"designer",0,2
"designers",0,2
"designing",0,2
"designs",4,2
"desirable",0,2
"desire",2,2
"desired",0,2
"desires",0,2
"desk",126,2
"desks",4,2
"desolate",0,2
"desolation",0,2
"desoto",0,2
"despair",4,2
"desperate",2,2
"desperately",3,2
"desperation",0,2
"despised",0,2
"despite",0,2
"dessert",5,2
"destination",0,2
"destined",0,2
"destiny",0,2
"destroy",2,2
"destroyed",2,2
"destroyer",1,2
"destroying",0,2
"destroys",0,2
"destruction",3,2
"destructive",0,2
"detached",0,2
"detachment",0,2
"detail",2,2
"detailed",0,2
"details",15,2
"detect",0,2
"detected",0,2
"detecting",0,2
"detection",0,2
"detective",24,2
"detectives",5,2
"detector",2,2
"detergent",0,2
"detergents",0,2
"deteriorate",0,2
"deterioration",0,2
"determination",0,2
"determine",0,2
"determined",5,2
"determines",0,2
"determining",0,2
"detrimental",0,2
"detroit",3,2
"devastating",0,2
"devastation",0,2
"develop",0,2
"developed",0,2
"developer",0,2
"developers",0,2
"developing",0,2
"development",0,2
"developmental",0,2
"developments",0,2
"develops",0,2
"device",0,2
"devices",0,2
"devil",14,2
"devil's",1,2
"devils",1,2
"devise",0,2
"devised",0,2
"devising",0,2
"devoid",0,2
"devote",0,2
"devoted",1,2
"devotion",0,2
"devour",0,2
"devoured",0,2
"devout",0,2
"dew",7,2
"dewey",4,2
"dexterity",0,2
"di",0,2
"diabetes",0,2
"diabetic",0,2
"diabetics",0,2
"diagnose",0,2
"diagnosed",0,2
"diagnosis",0,2
"diagnostic",0,2
"diagonal",0,2
"diagram",0,2
"diagrams",0,2
"dial",3,2
"dialect",0,2
"dialects",0,2
"dialed",3,2
"dialogue",1,2
"dials",4,2
"diameter",0,2
"diamond",5,2
"diamonds",13,2
"diana",11,2
"diane",14,2
"diaphragm",0,2
"diaries",0,2
"diary",1,2
"diaz",5,2
"dice",0,2
"dicey",5,2
"dick",39,2
"dick's",11,2
"dickens",0,2
"dickinson",0,2
"dictate",0,2
"dictated",0,2
"dictates",0,2
"dictator",0,2
"dictators",0,2
"dictatorship",0,2
"diction",0,2
"dictionaries",0,2
"dictionary",14,2
"did",1858,2
"didn't",1251,2
"dido",0,2
"die",93,2
"died",96,2
"dies",6,2
"diesel",0,2
"diet",1,2
"dietary",0,2
"diets",0,2
"differ",0,2
"differed",0,2
"difference",31,2
"differences",5,2
"different",413,2
"differential",0,2
"differentiate",0,2
"differentiated",0,2
"differentiation",0,2
"differently",9,2
"differing",0,2
"differs",0,2
"difficult",15,2
"difficulties",0,2
"difficulty",0,2
"diffuse",0,2
"diffused",0,2
"diffusion",0,2
"dig",52,2
"digest",0,2
"digested",0,2
"digestion",0,2
"digestive",0,2
"digger",0,2
"digging",31,2
"digital",0,2
"digits",0,2
"dignified",0,2
"dignity",1,2
"digs",6,2
